mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
182	182	2955/2	2955/2	0.5	3/8	3/8	Chord	4/2	4	1	1/8	1/8	1	1738	-dor									
182	182	1478	1478	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1739	vie									
182	182	1479	1479	0.5	3/4	3/4	Chord	4/2	4	1	1/8	1/8	1	1740	pi-									
182	182	2959/2	2959/2	0.5	7/8	7/8	Chord	4/2	4	1	1/8	1/8	1	1741	-u									
182	182	1480	1480	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1742	fredd									
182	182	1482	1482	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1743	'a-									
182	182	1483	1483	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1744	-ffai									
182	182	1476	1476	4.0	0	0	Chord	4/2	21	1	1	1	1	1745										
182	182	1480	1480	4.0	1	1	Chord	4/2	21	1	1	1	1	1746										
183	183	1484	1484	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1747										
183	183	1485	1485	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1748	che-									
183	183	1486	1486	4.0	1/2	1/2	Chord	4/2	4	1	1	1	1	1749	-gia-									
183	183	1490	1490	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	1750	-ccio									
183	183	1484	1484	4.0	0	0	Chord	4/2	21	1	1	1	1	1751										
183	183	1488	1488	4.0	1	1	Chord	4/2	21	1	1	1	1	1752										
184	184	1492	1492	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1753	In-									
184	184	1493	1493	0.5	1/4	1/4	Chord	4/2	4	1	1/8	1/8	1	1754	-di									
184	184	2987/2	2987/2	0.5	3/8	3/8	Chord	4/2	4	1	1/8	1/8	1	1755	fu-									
184	184	1494	1494	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1756	-dio'l									
184	184	1495	1495	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1757	tuo									
184	184	1496	1496	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1758	no-									
184	184	1497	1497	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1759	-me									
184	184	1499	1499	0.5	7/4	7/4	Chord	4/2	4	1	1/8	1/8	1	1760	Tra									
184	184	2999/2	2999/2	0.5	15/8	15/8	Chord	4/2	4	1	1/8	1/8	1	1761	le									
184	184	1492	1492	4.0	0	0	Chord	4/2	21	1	1	1	1	1762										
184	184	1496	1496	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
184	184	1496	1496	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1763										
184	184	1498	1498	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	b	
184	184	1498	1498	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1764										
185	185	1500	1500	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1765	labb-									
185	185	1501	1501	0.5	1/4	1/4	Chord	4/2	4	1	1/8	1/8	1	1766	-ra-									
185	185	3003/2	3003/2	0.5	3/8	3/8	Chord	4/2	4	1	1/8	1/8	1	1767	-fo-									
185	185	1502	1502	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	1768	-nar									
185	185	1504	1504	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1769										
185	185	1505	1505	2.0	5/4	5/4	Chord	4/2	4	1	1/2	1/2	1	1770	fredd									
185	185	1507	1507	0.5	7/4	7/4	Chord	4/2	4	1	1/8	1/8	1	1771	'e									
185	185	3015/2	3015/2	0.5	15/8	15/8	Chord	4/2	4	1	1/8	1/8	1	1772	tre-									
185	185	1500	1500	4.0	0	0	Chord	4/2	21	1	1	1	1	1773										
185	185	1504	1504	0.0	1	1	FiguredBass	4/2	21	1	0											1	6	
185	185	1504	1504	4.0	1	1	Chord	4/2	21	1	1	1	1	1774										
186	186	1508	1508	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1775	-ma-									
186	186	1510	1510	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	1776	-ti									
186	186	1512	1512	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1777	E									
186	186	1513	1513	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1778	vol-									
186	186	1514	1514	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1779	-ti									
186	186	1515	1515	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1780	gl'o-									
186	186	1508	1508	4.0	0	0	Chord	4/2	21	1	1	1	1	1781										
186	186	1512	1512	4.0	1	1	Chord	4/2	21	1	1	1	1	1782										
187	187	1516	1516	0.5	0	0	Chord	4/2	4	1	1/8	1/8	1	1783										
187	187	3033/2	3033/2	0.5	1/8	1/8	Chord	4/2	4	1	1/8	1/8	1	1784	-cchial									
187	187	1517	1517	2.0	1/4	1/4	Chord	4/2	4	1	1/2	1/2	1	1785	cie-									
187	187	1519	1519	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1786	-lo									
187	187	1520	1520	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1787										
187	187	1523	1523	0.5	7/4	7/4	Chord	4/2	4	1	1/8	1/8	1	1788	Sco-									
187	187	3047/2	3047/2	0.5	15/8	15/8	Chord	4/2	4	1	1/8	1/8	1	1789	-lo									
187	187	1516	1516	6.0	0	0	Chord	4/2	21	1	3/2	1	3/2	1790										
187	187	1522	1522	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1791										
188	188	1524	1524	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1792	rito									
188	188	1526	1526	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1793	il									
188	188	1527	1527	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1794	bel									
188	188	1528	1528	3.0	1	1	Chord	4/2	4	1	3/4	1/2	3/2	1795	volto,									
188	188	1531	1531	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1796	e									
188	188	1524	1524	3.0	0	0	Chord	4/2	21	1	3/4	1/2	3/2	1797										
188	188	1527	1527	1.0	3/4	3/4	Chord	4/2	21	1	1/4	1/4	1	1798										
188	188	1528	1528	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
188	188	1528	1528	4.0	1	1	Chord	4/2	21	1	1	1	1	1799										
189	189	1532	1532	3.0	0	0	Chord	4/2	4	1	3/4	1/2	3/2	1800	bei									
189	189	1535	1535	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1801	fem-									
189	189	1536	1536	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1802	-bian-									
189	189	1538	1538	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	1803	-ti									
189	189	1532	1532	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
189	189	1532	1532	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1804										
189	189	1534	1534	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/4	#	
189	189	1534	1534	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1805										
189	189	1535	1535	0.0	3/4	3/4	FiguredBass	4/2	21	1	0											1/4	#6	
189	189	1536	1536	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
189	189	1536	1536	4.0	1	1	Chord	4/2	21	1	1	1	1	1806										
190	190	3083/2	3083/2	0.5	3/8	3/8	Chord	4/2	4	1	1/8	1/8	1	1807	Ref-									
190	190	1542	1542	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1808	-to									
190	190	1543	1543	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1809	'tan									
190	190	1544	1544	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1810										
190	190	1545	1545	0.5	5/4	5/4	Chord	4/2	4	1	1/8	1/8	1	1811	ta									
190	190	3091/2	3091/2	0.5	11/8	11/8	Chord	4/2	4	1	1/8	1/8	1	1812	be-									
190	190	1546	1546	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	1813	-lle-									
190	190	1540	1540	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
190	190	1540	1540	4.0	0	0	Chord	4/2	21	1	1	1	1	1814										
190	190	1544	1544	0.0	1	1	FiguredBass	4/2	21	1	0											3/2	#	
190	190	1544	1544	4.0	1	1	Chord	4/2	21	1	1	1	1	1815										
191	191	1548	1548	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1816	-zza									
191	191	1551	1551	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1817	im									
191	191	1552	1552	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1818	mo									
191	191	1554	1554	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	1819	bil									
191	191	1548	1548	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1820										
191	191	1550	1550	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#6	
191	191	1550	1550	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1821										
191	191	1552	1552	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
191	191	1552	1552	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1822										
191	191	1554	1554	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	#	
191	191	1554	1554	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1823										
192	192	1563	1563	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	1824	Che									
192	192	1556	1556	4.0	0	0	Chord	4/2	4	1	1	1	1	1825	gie-									
192	192	1560	1560	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1826	-lo									
192	192	1556	1556	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	11	
192	192	1556	1556	4.0	0	0	Chord	4/2	21	1	1	1	1	1827										
192	192	1558	1558	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
192	192	1560	1560	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
192	192	1560	1560	4.0	1	1	Chord	4/2	21	1	1	1	1	1828										
193	193	1564	1564	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	1829	na-									
193	193	1565	1565	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1830	-rri									
193	193	1567	1567	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1831	ohi									
193	193	1568	1568	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	1832										
193	193	1569	1569	2.0	5/4	5/4	Chord	4/2	2	1	1/2	1/2	1	1833	me									
193	193	3143/2	3143/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	1834	che									
193	193	1564	1564	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
193	193	1564	1564	4.0	0	0	Chord	4/2	21	1	1	1	1	1835										
193	193	1568	1568	0.0	1	1	FiguredBass	4/2	21	1	0											2	#	
193	193	1568	1568	4.0	1	1	Chord	4/2	21	1	1	1	1	1836										
194	194	1572	1572	1.5	0	0	Chord	4/2	2	1	3/8	1/4	3/2	1837	fen									
194	194	3147/2	3147/2	0.5	3/8	3/8	Chord	4/2	2	1	1/8	1/8	1	1838	to									
194	194	1575	1575	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1839	Mi									
194	194	1576	1576	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	1840										
194	194	1577	1577	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	1841	se									
194	194	3155/2	3155/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	1842	ra									
194	194	1578	1578	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	1843	Nin									
194	194	1572	1572	8.0	0	0	Chord	4/2	21	1	2	2	1	1844										
194	194	1576	1576	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
195	195	1580	1580	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	1845										
195	195	1581	1581	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1846	fa,									
195	195	1583	1583	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1847	e									
195	195	1584	1584	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	1848	piu									
195	195	1585	1585	2.0	5/4	5/4	Chord	4/2	2	1	1/2	1/2	1	1849	mi-									
195	195	1587	1587	0.5	7/4	7/4	Chord	4/2	2	1	1/8	1/8	1	1850	-fe-									
195	195	3175/2	3175/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	1851	-roa									
195	195	1580	1580	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
195	195	1580	1580	4.0	0	0	Chord	4/2	21	1	1	1	1	1852										
195	195	1584	1584	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1853										
195	195	1586	1586	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1854										
196	196	1588	1588	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	1855	man-									
196	196	1590	1590	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	1856	-te									
196	196	3183/2	3183/2	0.5	7/8	7/8	Chord	4/2	2	1	1/8	1/8	1	1857	Spe-									
196	196	1592	1592	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	1858	-tta									
196	196	1594	1594	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	1859	col									
196	196	1595	1595	0.5	7/4	7/4	Chord	4/2	2	1	1/8	1/8	1	1860	di									
196	196	3191/2	3191/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	1861	ma									
196	196	1588	1588	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	4	
196	196	1588	1588	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1862										
196	196	1590	1590	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/4	#3	
196	196	1590	1590	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1863										
196	196	1591	1591	0.0	3/4	3/4	FiguredBass	4/2	21	1	0											1/4	2	
196	196	1592	1592	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
196	196	1592	1592	4.0	1	1	Chord	4/2	21	1	1	1	1	1864										
197	197	1596	1596	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	1865	fe-									
197	197	1598	1598	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	1866	-ria									
197	197	3199/2	3199/2	0.5	7/8	7/8	Chord	4/2	2	1	1/8	1/8	1	1867	e									
197	197	1600	1600	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	1868	di									
197	197	1602	1602	0.5	3/2	3/2	Chord	4/2	2	1	1/8	1/8	1	1869	tor									
197	197	3205/2	3205/2	0.5	13/8	13/8	Chord	4/2	2	1	1/8	1/8	1	1870										
197	197	1603	1603	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	1871										
197	197	1596	1596	0.0	0	0	FiguredBass	4/2	21	1	0											3/2	#	
197	197	1596	1596	6.0	0	0	Chord	4/2	21	1	3/2	1	3/2	1872										
197	197	1602	1602	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	7	
197	197	1602	1602	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1873										
197	197	1603	1603	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	6#	
198	198	1604	1604	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	1874	men-									
198	198	1606	1606	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	1875	-to									
198	198	1611	1611	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1876	Non									
198	198	1604	1604	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
198	198	1604	1604	4.0	0	0	Chord	4/2	21	1	1	1	1	1877										
198	198	1608	1608	4.0	1	1	Chord	4/2	21	1	1	1	1	1878										
199	199	1612	1612	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1879	pia-									
199	199	1614	1614	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	1880	-ngo									
199	199	1617	1617	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1881	e									
199	199	1618	1618	1.5	3/2	3/2	Chord	4/2	3	1	3/8	1/4	3/2	1882	non									
199	199	3239/2	3239/2	0.5	15/8	15/8	Chord	4/2	3	1	1/8	1/8	1	1883	fof-									
199	199	1612	1612	8.0	0	0	Chord	4/2	21	1	2	2	1	1884										
200	200	1620	1620	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1885	-pi									
200	200	1622	1622	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	1886	ro									
200	200	1625	1625	0.5	5/4	5/4	Chord	4/2	3	1	1/8	1/8	1	1887	O									
200	200	3251/2	3251/2	0.5	11/8	11/8	Chord	4/2	3	1	1/8	1/8	1	1888	mia									
200	200	1626	1626	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	1889	ca									
200	200	1620	1620	8.0	0	0	Chord	4/2	21	1	2	2	1	1890										
201	201	1628	1628	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1891										
201	201	1630	1630	1.5	1/2	1/2	Chord	4/2	3	1	3/8	1/4	3/2	1892	Eu-									
201	201	3263/2	3263/2	0.5	7/8	7/8	Chord	4/2	3	1	1/8	1/8	1	1893	-ri-									
201	201	1632	1632	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	1894	-di-									
201	201	1634	1634	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	1895	-ce									
201	201	1628	1628	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
201	201	1628	1628	8.0	0	0	Chord	4/2	21	1	2	2	1	1896										
201	201	1630	1630	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	4	
201	201	1632	1632	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	4	
201	201	1634	1634	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	3	
201	201	1635	1635	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	2	
202	202	3273/2	3273/2	0.5	1/8	1/8	Chord	4/2	3	1	1/8	1/8	1	1897	che									
202	202	1637	1637	0.5	1/4	1/4	Chord	4/2	3	1	1/8	1/8	1	1898	fof-									
202	202	3275/2	3275/2	0.5	3/8	3/8	Chord	4/2	3	1	1/8	1/8	1	1899	-pi-									
202	202	1638	1638	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	1900	-rar									
202	202	1640	1640	0.5	1	1	Chord	4/2	3	1	1/8	1/8	1	1901										
202	202	3281/2	3281/2	0.5	9/8	9/8	Chord	4/2	3	1	1/8	1/8	1	1902	che									
202	202	1641	1641	0.5	5/4	5/4	Chord	4/2	3	1	1/8	1/8	1	1903	lac-									
202	202	3283/2	3283/2	0.5	11/8	11/8	Chord	4/2	3	1	1/8	1/8	1	1904	-ri-									
202	202	1642	1642	1.5	3/2	3/2	Chord	4/2	3	1	3/8	1/4	3/2	1905	-mar									
202	202	3287/2	3287/2	0.5	15/8	15/8	Chord	4/2	3	1	1/8	1/8	1	1906	non									
202	202	1636	1636	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
202	202	1636	1636	4.0	0	0	Chord	4/2	21	1	1	1	1	1907										
202	202	1640	1640	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	6	
202	202	1640	1640	3.0	1	1	Chord	4/2	21	1	3/4	1/2	3/2	1908										
202	202	1643	1643	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	#	
202	202	1643	1643	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	1909										
203	203	1644	1644	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1910	pof-									
203	203	1646	1646	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	1911	-to									
203	203	1649	1649	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1912	Ca-									
203	203	1650	1650	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	1913	-da									
203	203	1644	1644	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
203	203	1644	1644	4.0	0	0	Chord	4/2	21	1	1	1	1	1914										
203	203	1648	1648	4.0	1	1	Chord	4/2	21	1	1	1	1	1915										
204	204	1652	1652	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	1916										
204	204	1653	1653	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1917	ue									
204	204	1654	1654	1.5	1/2	1/2	Chord	4/2	3	1	3/8	1/4	3/2	1918	roin									
204	204	3311/2	3311/2	0.5	7/8	7/8	Chord	4/2	3	1	1/8	1/8	1	1919	fe-									
204	204	1656	1656	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	1920	-li-									
204	204	1658	1658	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	1921	-ce									
204	204	1652	1652	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
204	204	1652	1652	4.0	0	0	Chord	4/2	21	1	1	1	1	1922										
204	204	1656	1656	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
204	204	1656	1656	4.0	1	1	Chord	4/2	21	1	1	1	1	1923										
205	205	1661	1661	2.0	1/4	1/4	Chord	4/2	3	1	1/2	1/2	1	1924	O									
205	205	1663	1663	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1925	mio									
205	205	1664	1664	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	1926	core									
205	205	1666	1666	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	1927	o									
205	205	1667	1667	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1928	mio									
205	205	1660	1660	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1929										
205	205	1662	1662	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1930										
205	205	1664	1664	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
205	205	1664	1664	4.0	1	1	Chord	4/2	21	1	1	1	1	1931										
205	205	1666	1666	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	4	
206	206	1668	1668	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1932	fpe-									
206	206	1670	1670	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1933	-me,									
206	206	3343/2	3343/2	0.5	7/8	7/8	Chord	4/2	3	1	1/8	1/8	1	1934	o									
206	206	1672	1672	1.5	1	1	Chord	4/2	3	1	3/8	1/4	3/2	1935	pa									
206	206	3347/2	3347/2	0.5	11/8	11/8	Chord	4/2	3	1	1/8	1/8	1	1936	co									
206	206	1674	1674	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	1937	vi-									
206	206	1675	1675	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1938	-ta									
206	206	1668	1668	0.0	0	0	FiguredBass	4/2	21	1	0											2	#	
206	206	1668	1668	8.0	0	0	Chord	4/2	21	1	2	2	1	1939										
207	207	1678	1678	0.5	1/2	1/2	Chord	4/2	3	1	1/8	1/8	1	1940	O									
207	207	3357/2	3357/2	0.5	5/8	5/8	Chord	4/2	3	1	1/8	1/8	1	1941										
207	207	1679	1679	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1942										
207	207	1680	1680	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	1943										
207	207	1683	1683	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1944										
207	207	1676	1676	0.0	0	0	FiguredBass	4/2	21	1	0											1	b	
207	207	1676	1676	4.0	0	0	Chord	4/2	21	1	1	1	1	1945										
207	207	1680	1680	0.0	1	1	FiguredBass	4/2	21	1	0											1	b	
207	207	1680	1680	4.0	1	1	Chord	4/2	21	1	1	1	1	1946										
208	208	1684	1684	0.5	0	0	Chord	4/2	3	1	1/8	1/8	1	1947										
208	208	3369/2	3369/2	0.5	1/8	1/8	Chord	4/2	3	1	1/8	1/8	1	1948	mi									
208	208	1685	1685	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1949	t'ha									
208	208	1686	1686	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	1950	tol									
208	208	1688	1688	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	1951	to									
208	208	3381/2	3381/2	0.5	13/8	13/8	Chord	4/2	3	1	1/8	1/8	1	1952	chi-									
208	208	1691	1691	0.5	7/4	7/4	Chord	4/2	3	1	1/8	1/8	1	1953	-mi-									
208	208	3383/2	3383/2	0.5	15/8	15/8	Chord	4/2	3	1	1/8	1/8	1	1954	-t'ha									
208	208	1684	1684	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	b	
208	208	1684	1684	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1955										
208	208	1686	1686	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/4	7	
208	208	1686	1686	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1956										
208	208	1687	1687	0.0	3/4	3/4	FiguredBass	4/2	21	1	0											1/4	#6	
208	208	1688	1688	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
208	208	1688	1688	4.0	1	1	Chord	4/2	21	1	1	1	1	1957										
208	208	1690	1690	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	b	
209	209	1692	1692	1.5	0	0	Chord	4/2	3	1	3/8	1/4	3/2	1958	tolto									
209	209	3387/2	3387/2	0.25	3/8	3/8	Chord	4/2	3	1	1/16	1/16	1	1959	o									
209	209	6775/4	6775/4	0.25	7/16	7/16	Chord	4/2	3	1	1/16	1/16	1	1960										
209	209	1694	1694	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1961	hi-									
209	209	1695	1695	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1962	-me									
209	209	1696	1696	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	1963										
209	209	1699	1699	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1964	do									
209	209	1692	1692	0.0	0	0	FiguredBass	4/2	21	1	0											1	b	
209	209	1692	1692	4.0	0	0	Chord	4/2	21	1	1	1	1	1965										
209	209	1696	1696	4.0	1	1	Chord	4/2	21	1	1	1	1	1966										
210	210	1700	1700	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	1967										
210	210	1701	1701	0.5	1/4	1/4	Chord	4/2	3	1	1/8	1/8	1	1968	ue-									
210	210	3403/2	3403/2	0.5	3/8	3/8	Chord	4/2	3	1	1/8	1/8	1	1969	-fei									
210	210	1702	1702	4.0	1/2	1/2	Chord	4/2	3	1	1	1	1	1970	gi									
210	210	1706	1706	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	1971	ta									
210	210	1700	1700	4.0	0	0	Chord	4/2	21	1	1	1	1	1972										
210	210	1704	1704	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	4	
210	210	1704	1704	4.0	1	1	Chord	4/2	21	1	1	1	1	1973										
210	210	1706	1706	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	#	
211	211	1708	1708	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	1974										
211	211	1713	1713	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1975	Tof-									
211	211	1714	1714	0.5	3/2	3/2	Chord	4/2	3	1	1/8	1/8	1	1976	-to									
