mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	slur
86	84	642	642	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	833	E									
86	84	643	643	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	834	quivi-									
86	84	646	646	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	835	-al									
86	84	639	639	4.0	0	0	Chord	4/2	21	1	1	1	1	836										
86	84	643	643	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	837										
86	84	645	645	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	838										
87	85	647	647	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	839	suon									
87	85	648	648	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	840	de									
87	85	649	649	0.5	1/2	1/2	Chord	4/2	1	1	1/8	1/8	1	841	lim-									
87	85	1299/2	1299/2	0.5	5/8	5/8	Chord	4/2	1	1	1/8	1/8	1	842	-pa-									
87	85	650	650	0.5	3/4	3/4	Chord	4/2	1	1	1/8	1/8	1	843	-di									
87	85	1301/2	1301/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	844	cris-									
87	85	651	651	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	845	-ta-									
87	85	653	653	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	846	-lli									
87	85	654	654	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	847	Tra-									
87	85	647	647	4.0	0	0	Chord	4/2	21	1	1	1	1	848										
87	85	651	651	4.0	1	1	Chord	4/2	21	1	1	1	1	849										
88	86	655	655	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	850	-rren									
88	86	657	657	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	851	lie									
88	86	658	658	0.5	3/4	3/4	Chord	4/2	1	1	1/8	1/8	1	852	ce									
88	86	1317/2	1317/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	853	ca-									
88	86	659	659	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	854	-ro-									
88	86	661	661	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	855	-le,									
88	86	1325/2	1325/2	0.5	15/8	15/8	Chord	4/2	1	1	1/8	1/8	1	856	e									
88	86	655	655	4.0	0	0	Chord	4/2	21	1	1	1	1	857										
88	86	659	659	4.0	1	1	Chord	4/2	21	1	1	1	1	858										
89	87	663	663	0.5	0	0	Chord	4/2	1	1	1/8	1/8	1	859	lie									
89	87	1327/2	1327/2	0.5	1/8	1/8	Chord	4/2	1	1	1/8	1/8	1	860										
89	87	664	664	0.5	1/4	1/4	Chord	4/2	1	1	1/8	1/8	1	861										
89	87	1329/2	1329/2	0.5	3/8	3/8	Chord	4/2	1	1	1/8	1/8	1	862										
89	87	665	665	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	863										
89	87	667	667	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	864										
89	87	668	668	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	865	ti									
89	87	669	669	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	866	bal-									
89	87	663	663	4.0	0	0	Chord	4/2	21	1	1	1	1	867										
89	87	667	667	0.0	1	1	FiguredBass	4/2	21	1	0											1/4	#	
89	87	667	667	4.0	1	1	Chord	4/2	21	1	1	1	1	868										
89	87	668	668	0.0	5/4	5/4	FiguredBass	4/2	21	1	0											1/4	11	
89	87	669	669	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	11	
89	87	670	670	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	#	
90	88	671	671	4.0	0	0	Chord	4/2	1	1	1	1	1	869	-li									
90	88	675	675	1.0	1	1	Chord	4/2	19	1	1/4	1/4	1	870	I									
90	88	676	676	0.5	5/4	5/4	Chord	4/2	19	1	1/8	1/8	1	871	te									
90	88	1353/2	1353/2	0.5	11/8	11/8	Chord	4/2	19	1	1/8	1/8	1	872	ne-									
90	88	677	677	1.5	3/2	3/2	Chord	4/2	19	1	3/8	1/4	3/2	873	-lie									
90	88	1357/2	1357/2	0.5	15/8	15/8	Chord	4/2	19	1	1/8	1/8	1	874	te									
90	88	671	671	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
90	88	671	671	4.0	0	0	Chord	4/2	21	1	1	1	1	875										
90	88	675	675	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	876										
90	88	677	677	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	877										
91	89	679	679	2.0	0	0	Chord	4/2	19	1	1/2	1/2	1	878	pur,									
91	89	1363/2	1363/2	0.5	5/8	5/8	Chord	4/2	19	1	1/8	1/8	1	879	noi									
91	89	682	682	0.5	3/4	3/4	Chord	4/2	19	1	1/8	1/8	1	880	qui									
91	89	1365/2	1365/2	0.5	7/8	7/8	Chord	4/2	19	1	1/8	1/8	1	881	fra									
91	89	683	683	1.0	1	1	Chord	4/2	19	1	1/4	1/4	1	882	tan-									
91	89	684	684	0.5	5/4	5/4	Chord	4/2	19	1	1/8	1/8	1	883	-to									
91	89	1369/2	1369/2	0.5	11/8	11/8	Chord	4/2	19	1	1/8	1/8	1	884	che									
91	89	685	685	0.5	3/2	3/2	Chord	4/2	19	1	1/8	1/8	1	885	so-									
91	89	1371/2	1371/2	0.5	13/8	13/8	Chord	4/2	19	1	1/8	1/8	1	886	-pra-									
91	89	686	686	0.75	7/4	7/4	Chord	4/2	19	1	3/16	1/8	3/2	887	-giun-									
91	89	2747/4	2747/4	0.25	31/16	31/16	Chord	4/2	19	1	1/16	1/16	1	888	-gaOr-									
91	89	679	679	4.0	0	0	Chord	4/2	21	1	1	1	1	889										
91	89	683	683	4.0	1	1	Chord	4/2	21	1	1	1	1	890										
92	90	687	687	1.0	0	0	Chord	4/2	19	1	1/4	1/4	1	891	-fe-									
92	90	688	688	1.0	1/4	1/4	Chord	4/2	19	1	1/4	1/4	1	892	-o									
92	90	689	689	1.0	1/2	1/2	Chord	4/2	19	1	1/4	1/4	1	893	L'o-									
92	90	690	690	0.5	3/4	3/4	Chord	4/2	19	1	1/8	1/8	1	894	-re									
92	90	1381/2	1381/2	0.5	7/8	7/8	Chord	4/2	19	1	1/8	1/8	1	895	tra-									
92	90	691	691	1.0	1	1	Chord	4/2	19	1	1/4	1/4	1	896	-pas-									
92	90	692	692	1.0	5/4	5/4	Chord	4/2	19	1	1/4	1/4	1	897	-se-									
92	90	693	693	1.5	3/2	3/2	Chord	4/2	19	1	3/8	1/4	3/2	898	-rem									
92	90	1389/2	1389/2	0.5	15/8	15/8	Chord	4/2	19	1	1/8	1/8	1	899	con									
92	90	687	687	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	900										
92	90	689	689	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	901										
92	90	691	691	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	902										
92	90	693	693	1.0	3/2	3/2	Chord	4/2	21	1	1/4	1/4	1	903										
92	90	694	694	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	6	
92	90	694	694	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	904										
93	91	701	701	2.0	3/2	3/2	Chord	4/2	9	1	1/2	1/2	1	905	Al									
93	91	695	695	1.5	0	0	Chord	4/2	19	1	3/8	1/4	3/2	906	lie-									
93	91	1393/2	1393/2	0.5	3/8	3/8	Chord	4/2	19	1	1/8	1/8	1	907	-to									
93	91	697	697	2.0	1/2	1/2	Chord	4/2	19	1	1/2	1/2	1	908	can-									
93	91	699	699	2.0	1	1	Chord	4/2	19	1	1/2	1/2	1	909	-to.									
93	91	695	695	1.0	0	0	Chord	4/2	21	1	1/4	1/4	1	910										
93	91	696	696	1.0	1/4	1/4	Chord	4/2	21	1	1/4	1/4	1	911										
93	91	697	697	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	912										
93	91	699	699	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	913										
94	92	703	703	2.0	0	0	Chord	4/2	9	1	1/2	1/2	1	914	can-									
94	92	705	705	2.0	1/2	1/2	Chord	4/2	9	1	1/2	1/2	1	915	-toal									
94	92	707	707	2.0	1	1	Chord	4/2	9	1	1/2	1/2	1	916	bal-									
94	92	709	709	1.0	3/2	3/2	Chord	4/2	9	1	1/4	1/4	1	917	-lo									
94	92	710	710	1.0	7/4	7/4	Chord	4/2	9	1	1/4	1/4	1	918	Al									
94	92	705	705	2.0	1/2	1/2	Chord	4/2	10	1	1/2	1/2	1	919	Al									
94	92	707	707	2.0	1	1	Chord	4/2	10	1	1/2	1/2	1	920	can-									
94	92	709	709	2.0	3/2	3/2	Chord	4/2	10	1	1/2	1/2	1	921	-toal									
94	92	710	710	1.0	7/4	7/4	Chord	4/2	12	1	1/4	1/4	1	922	Al									
95	93	711	711	2.0	0	0	Chord	4/2	9	1	1/2	1/2	1	923	can-									
95	93	713	713	2.0	1/2	1/2	Chord	4/2	9	1	1/2	1/2	1	924	-toal									
95	93	715	715	2.0	1	1	Chord	4/2	9	1	1/2	1/2	1	925	bal-									
95	93	717	717	2.0	3/2	3/2	Chord	4/2	9	1	1/2	1/2	1	926	-loall'-									
95	93	711	711	2.0	0	0	Chord	4/2	10	1	1/2	1/2	1	927	bal-									
95	93	713	713	1.0	1/2	1/2	Chord	4/2	10	1	1/4	1/4	1	928	-lo									
95	93	714	714	1.0	3/4	3/4	Chord	4/2	10	1	1/4	1/4	1	929	al									
95	93	715	715	2.0	1	1	Chord	4/2	10	1	1/2	1/2	1	930	ballo									
95	93	717	717	2.0	3/2	3/2	Chord	4/2	10	1	1/2	1/2	1	931	all'									
95	93	717	717	2.0	3/2	3/2	Chord	4/2	11	1	1/2	1/2	1	932	all'									
95	93	711	711	2.0	0	0	Chord	4/2	12	1	1/2	1/2	1	933	canto									
95	93	713	713	2.0	1/2	1/2	Chord	4/2	12	1	1/2	1/2	1	934	al									
95	93	715	715	2.0	1	1	Chord	4/2	12	1	1/2	1/2	1	935	ball'									
95	93	717	717	2.0	3/2	3/2	Chord	4/2	12	1	1/2	1/2	1	936	all'									
95	93	717	717	2.0	3/2	3/2	Chord	4/2	13	1	1/2	1/2	1	937	all'									
96	94	719	719	0.5	0	0	Chord	4/2	9	1	1/8	1/8	1	938	-om									
96	94	1439/2	1439/2	0.5	1/8	1/8	Chord	4/2	9	1	1/8	1/8	1	939										
96	94	720	720	0.5	1/4	1/4	Chord	4/2	9	1	1/8	1/8	1	940										
96	94	1441/2	1441/2	0.5	3/8	3/8	Chord	4/2	9	1	1/8	1/8	1	941										
96	94	721	721	1.0	1/2	1/2	Chord	4/2	9	1	1/4	1/4	1	942										
96	94	722	722	1.0	3/4	3/4	Chord	4/2	9	1	1/4	1/4	1	943	bra									
96	94	723	723	2.0	1	1	Chord	4/2	9	1	1/2	1/2	1	944	al									
96	94	725	725	2.0	3/2	3/2	Chord	4/2	9	1	1/2	1/2	1	945	pra									
96	94	719	719	0.5	0	0	Chord	4/2	10	1	1/8	1/8	1	946	om									
96	94	1439/2	1439/2	0.5	1/8	1/8	Chord	4/2	10	1	1/8	1/8	1	947										
96	94	720	720	0.5	1/4	1/4	Chord	4/2	10	1	1/8	1/8	1	948										
96	94	1441/2	1441/2	0.5	3/8	3/8	Chord	4/2	10	1	1/8	1/8	1	949										
96	94	721	721	1.0	1/2	1/2	Chord	4/2	10	1	1/4	1/4	1	950	br'									
96	94	722	722	1.0	3/4	3/4	Chord	4/2	10	1	1/4	1/4	1	951	al									
96	94	723	723	2.0	1	1	Chord	4/2	10	1	1/2	1/2	1	952	pra-									
96	94	725	725	2.0	3/2	3/2	Chord	4/2	10	1	1/2	1/2	1	953	-to									
96	94	719	719	3.0	0	0	Chord	4/2	11	1	3/4	1/2	3/2	954	om									
96	94	722	722	1.0	3/4	3/4	Chord	4/2	11	1	1/4	1/4	1	955	braal									
96	94	723	723	2.0	1	1	Chord	4/2	11	1	1/2	1/2	1	956	pra-									
96	94	725	725	1.0	3/2	3/2	Chord	4/2	11	1	1/4	1/4	1	957	-to									
96	94	726	726	1.0	7/4	7/4	Chord	4/2	11	1	1/4	1/4	1	958	ador									
96	94	719	719	0.5	0	0	Chord	4/2	12	1	1/8	1/8	1	959	om									
96	94	1439/2	1439/2	0.5	1/8	1/8	Chord	4/2	12	1	1/8	1/8	1	960										
96	94	720	720	0.5	1/4	1/4	Chord	4/2	12	1	1/8	1/8	1	961										
96	94	1441/2	1441/2	0.5	3/8	3/8	Chord	4/2	12	1	1/8	1/8	1	962										
96	94	721	721	1.0	1/2	1/2	Chord	4/2	12	1	1/4	1/4	1	963										
96	94	722	722	1.0	3/4	3/4	Chord	4/2	12	1	1/4	1/4	1	964	bra'l									
96	94	723	723	2.0	1	1	Chord	4/2	12	1	1/2	1/2	1	965	pra-									
96	94	725	725	2.0	3/2	3/2	Chord	4/2	12	1	1/2	1/2	1	966	-to									
96	94	719	719	3.0	0	0	Chord	4/2	13	1	3/4	1/2	3/2	967	om-									
96	94	722	722	1.0	3/4	3/4	Chord	4/2	13	1	1/4	1/4	1	968	-braal									
96	94	723	723	0.5	1	1	Chord	4/2	13	1	1/8	1/8	1	969	pra									
96	94	1447/2	1447/2	0.5	9/8	9/8	Chord	4/2	13	1	1/8	1/8	1	970										
96	94	724	724	0.5	5/4	5/4	Chord	4/2	13	1	1/8	1/8	1	971										
96	94	1449/2	1449/2	0.5	11/8	11/8	Chord	4/2	13	1	1/8	1/8	1	972										
96	94	725	725	1.0	3/2	3/2	Chord	4/2	13	1	1/4	1/4	1	973	to									
96	94	726	726	1.0	7/4	7/4	Chord	4/2	13	1	1/4	1/4	1	974										
97	95	727	727	2.0	0	0	Chord	4/2	9	1	1/2	1/2	1	975	toa-									
97	95	729	729	2.0	1/2	1/2	Chord	4/2	9	1	1/2	1/2	1	976	-dor-									
97	95	731	731	4.0	1	1	Chord	4/2	9	1	1	1	1	977	-no									
97	95	727	727	4.0	0	0	Chord	4/2	10	1	1	1	1	978	ador									
97	95	731	731	4.0	1	1	Chord	4/2	10	1	1	1	1	979	no									
97	95	727	727	1.0	0	0	Chord	4/2	11	1	1/4	1/4	1	980										
97	95	728	728	0.5	1/4	1/4	Chord	4/2	11	1	1/8	1/8	1	981										
97	95	1457/2	1457/2	0.5	3/8	3/8	Chord	4/2	11	1	1/8	1/8	1	982										
97	95	729	729	2.0	1/2	1/2	Chord	4/2	11	1	1/2	1/2	1	983										
97	95	731	731	4.0	1	1	Chord	4/2	11	1	1	1	1	984	no									
97	95	727	727	4.0	0	0	Chord	4/2	12	1	1	1	1	985	ador									
97	95	731	731	4.0	1	1	Chord	4/2	12	1	1	1	1	986	no									
97	95	727	727	4.0	0	0	Chord	4/2	13	1	1	1	1	987	ador									
97	95	731	731	4.0	1	1	Chord	4/2	13	1	1	1	1	988	no									
98	96	735	735	1.5	0	0	Chord	6/2	9	1	3/8	1/4	3/2	989	A-									
98	96	1473/2	1473/2	0.5	3/8	3/8	Chord	6/2	9	1	1/8	1/8	1	990	-lle									
98	96	737	737	1.0	1/2	1/2	Chord	6/2	9	1	1/4	1/4	1	991	bell									
98	96	738	738	2.0	3/4	3/4	Chord	6/2	9	1	1/2	1/2	1	992	ond'									
98	96	740	740	1.0	5/4	5/4	Chord	6/2	9	1	1/4	1/4	1	993	e									
98	96	741	741	2.0	3/2	3/2	Chord	6/2	9	1	1/2	1/2	1	994	lie-									
98	96	743	743	1.0	2	2	Chord	6/2	9	1	1/4	1/4	1	995	-te									
98	96	744	744	1.0	9/4	9/4	Chord	6/2	9	1	1/4	1/4	1	996	tutti,									
98	96	745	745	0.5	5/2	5/2	Chord	6/2	9	1	1/8	1/8	1	997										
98	96	1491/2	1491/2	0.5	21/8	21/8	Chord	6/2	9	1	1/8	1/8	1	998	o									
98	96	746	746	1.0	11/4	11/4	Chord	6/2	9	1	1/4	1/4	1	999	Pa-									
98	96	735	735	1.5	0	0	Chord	6/2	10	1	3/8	1/4	3/2	1000	a-									
98	96	1473/2	1473/2	0.5	3/8	3/8	Chord	6/2	10	1	1/8	1/8	1	1001	-lle									
98	96	737	737	1.0	1/2	1/2	Chord	6/2	10	1	1/4	1/4	1	1002	bell'									
98	96	738	738	2.0	3/4	3/4	Chord	6/2	10	1	1/2	1/2	1	1003	on-									
98	96	740	740	1.0	5/4	5/4	Chord	6/2	10	1	1/4	1/4	1	1004	-de,e									
98	96	741	741	2.0	3/2	3/2	Chord	6/2	10	1	1/2	1/2	1	1005	lie-									
98	96	743	743	1.0	2	2	Chord	6/2	10	1	1/4	1/4	1	1006	-te									
98	96	744	744	1.0	9/4	9/4	Chord	6/2	10	1	1/4	1/4	1	1007	tu-									
98	96	745	745	0.5	5/2	5/2	Chord	6/2	10	1	1/8	1/8	1	1008										
98	96	1491/2	1491/2	0.5	21/8	21/8	Chord	6/2	10	1	1/8	1/8	1	1009	-tti,o									
98	96	746	746	1.0	11/4	11/4	Chord	6/2	10	1	1/4	1/4	1	1010	Pa-									
98	96	735	735	1.5	0	0	Chord	6/2	11	1	3/8	1/4	3/2	1011	a-									
98	96	1473/2	1473/2	0.5	3/8	3/8	Chord	6/2	11	1	1/8	1/8	1	1012	-lle									
98	96	737	737	1.0	1/2	1/2	Chord	6/2	11	1	1/4	1/4	1	1013	bell'									
98	96	738	738	2.0	3/4	3/4	Chord	6/2	11	1	1/2	1/2	1	1014	on-									
98	96	740	740	1.0	5/4	5/4	Chord	6/2	11	1	1/4	1/4	1	1015	-de,e									
98	96	741	741	2.0	3/2	3/2	Chord	6/2	11	1	1/2	1/2	1	1016	lie-									
98	96	743	743	1.0	2	2	Chord	6/2	11	1	1/4	1/4	1	1017	-te									
98	96	744	744	1.0	9/4	9/4	Chord	6/2	11	1	1/4	1/4	1	1018	tu-									
98	96	745	745	0.5	5/2	5/2	Chord	6/2	11	1	1/8	1/8	1	1019										
98	96	1491/2	1491/2	0.5	21/8	21/8	Chord	6/2	11	1	1/8	1/8	1	1020	-tti,o									
98	96	746	746	1.0	11/4	11/4	Chord	6/2	11	1	1/4	1/4	1	1021	Pa-									
98	96	735	735	1.5	0	0	Chord	6/2	12	1	3/8	1/4	3/2	1022	a-									
98	96	1473/2	1473/2	0.5	3/8	3/8	Chord	6/2	12	1	1/8	1/8	1	1023	-lle									
98	96	737	737	1.0	1/2	1/2	Chord	6/2	12	1	1/4	1/4	1	1024	bell'									
98	96	738	738	2.0	3/4	3/4	Chord	6/2	12	1	1/2	1/2	1	1025	on-									
98	96	740	740	1.0	5/4	5/4	Chord	6/2	12	1	1/4	1/4	1	1026	-de,e									
98	96	741	741	2.0	3/2	3/2	Chord	6/2	12	1	1/2	1/2	1	1027	lie-									
98	96	743	743	1.0	2	2	Chord	6/2	12	1	1/4	1/4	1	1028	-te									
98	96	744	744	1.0	9/4	9/4	Chord	6/2	12	1	1/4	1/4	1	1029	tu-									
98	96	745	745	0.5	5/2	5/2	Chord	6/2	12	1	1/8	1/8	1	1030										
98	96	1491/2	1491/2	0.5	21/8	21/8	Chord	6/2	12	1	1/8	1/8	1	1031	-tti,o									
98	96	746	746	1.0	11/4	11/4	Chord	6/2	12	1	1/4	1/4	1	1032	Pa-									
98	96	744	744	1.0	9/4	9/4	Chord	6/2	13	1	1/4	1/4	1	1033	tu-									
98	96	745	745	0.5	5/2	5/2	Chord	6/2	13	1	1/8	1/8	1	1034										
98	96	1491/2	1491/2	0.5	21/8	21/8	Chord	6/2	13	1	1/8	1/8	1	1035	-tti,o									
98	96	746	746	1.0	11/4	11/4	Chord	6/2	13	1	1/4	1/4	1	1036	Pa-									
99	97	747	747	2.0	0	0	Chord	6/2	9	1	1/2	1/2	1	1037	-stor									
99	97	749	749	1.0	1/2	1/2	Chord	6/2	9	1	1/4	1/4	1	1038	co-									
99	97	750	750	2.0	3/4	3/4	Chord	6/2	9	1	1/2	1/2	1	1039	-rre-									
99	97	752	752	1.0	5/4	5/4	Chord	6/2	9	1	1/4	1/4	1	1040	-te									
99	97	756	756	1.0	9/4	9/4	Chord	6/2	9	1	1/4	1/4	1	1041	Dol-									
99	97	757	757	0.5	5/2	5/2	Chord	6/2	9	1	1/8	1/8	1	1042										
99	97	1515/2	1515/2	0.5	21/8	21/8	Chord	6/2	9	1	1/8	1/8	1	1043	-ce									
99	97	758	758	1.0	11/4	11/4	Chord	6/2	9	1	1/4	1/4	1	1044	can-									
99	97	747	747	2.0	0	0	Chord	6/2	10	1	1/2	1/2	1	1045	-stor									
99	97	749	749	1.0	1/2	1/2	Chord	6/2	10	1	1/4	1/4	1	1046	co-									
99	97	750	750	2.0	3/4	3/4	Chord	6/2	10	1	1/2	1/2	1	1047	-rre-									
99	97	752	752	1.0	5/4	5/4	Chord	6/2	10	1	1/4	1/4	1	1048	-te									
99	97	753	753	1.5	3/2	3/2	Chord	6/2	10	1	3/8	1/4	3/2	1049	dol-									
99	97	1509/2	1509/2	0.5	15/8	15/8	Chord	6/2	10	1	1/8	1/8	1	1050	-ce									
99	97	755	755	1.0	2	2	Chord	6/2	10	1	1/4	1/4	1	1051	can-									
99	97	756	756	2.0	9/4	9/4	Chord	6/2	10	1	1/2	1/2	1	1052	-ta-									
99	97	758	758	1.0	11/4	11/4	Chord	6/2	10	1	1/4	1/4	1	1053	-do									
99	97	747	747	2.0	0	0	Chord	6/2	11	1	1/2	1/2	1	1054	-stor									
99	97	749	749	1.0	1/2	1/2	Chord	6/2	11	1	1/4	1/4	1	1055	co-									
99	97	750	750	2.0	3/4	3/4	Chord	6/2	11	1	1/2	1/2	1	1056	-rre-									
99	97	752	752	1.0	5/4	5/4	Chord	6/2	11	1	1/4	1/4	1	1057	-te									
99	97	753	753	1.5	3/2	3/2	Chord	6/2	11	1	3/8	1/4	3/2	1058	dol-									
99	97	1509/2	1509/2	0.5	15/8	15/8	Chord	6/2	11	1	1/8	1/8	1	1059	-ce									
99	97	755	755	1.0	2	2	Chord	6/2	11	1	1/4	1/4	1	1060	can-									
99	97	756	756	3.0	9/4	9/4	Chord	6/2	11	1	3/4	1/2	3/2	1061	-ta-									
99	97	747	747	2.0	0	0	Chord	6/2	12	1	1/2	1/2	1	1062	-stor									
99	97	749	749	1.0	1/2	1/2	Chord	6/2	12	1	1/4	1/4	1	1063	co-									
99	97	750	750	2.0	3/4	3/4	Chord	6/2	12	1	1/2	1/2	1	1064	-rre-									
99	97	752	752	1.0	5/4	5/4	Chord	6/2	12	1	1/4	1/4	1	1065	-te									
99	97	753	753	1.5	3/2	3/2	Chord	6/2	12	1	3/8	1/4	3/2	1066	dol-									
99	97	1509/2	1509/2	0.5	15/8	15/8	Chord	6/2	12	1	1/8	1/8	1	1067	-ce									
99	97	755	755	1.0	2	2	Chord	6/2	12	1	1/4	1/4	1	1068	can-									
99	97	756	756	2.0	9/4	9/4	Chord	6/2	12	1	1/2	1/2	1	1069	-ta-									
99	97	758	758	1.0	11/4	11/4	Chord	6/2	12	1	1/4	1/4	1	1070	-do									
99	97	747	747	2.0	0	0	Chord	6/2	13	1	1/2	1/2	1	1071	-stor									
99	97	749	749	1.0	1/2	1/2	Chord	6/2	13	1	1/4	1/4	1	1072	co-									
99	97	750	750	2.0	3/4	3/4	Chord	6/2	13	1	1/2	1/2	1	1073	-rre-									
99	97	752	752	1.0	5/4	5/4	Chord	6/2	13	1	1/4	1/4	1	1074	-te									
99	97	753	753	1.5	3/2	3/2	Chord	6/2	13	1	3/8	1/4	3/2	1075	dol-									
99	97	1509/2	1509/2	0.5	15/8	15/8	Chord	6/2	13	1	1/8	1/8	1	1076	-ce									
99	97	755	755	1.0	2	2	Chord	6/2	13	1	1/4	1/4	1	1077	can-									
99	97	756	756	2.0	9/4	9/4	Chord	6/2	13	1	1/2	1/2	1	1078	-ta-									
99	97	758	758	1.0	11/4	11/4	Chord	6/2	13	1	1/4	1/4	1	1079	-do									
100	98	759	759	2.0	0	0	Chord	6/2	9	1	1/2	1/2	1	1080	-tan									
100	98	761	761	1.0	1/2	1/2	Chord	6/2	9	1	1/4	1/4	1	1081	do									
100	98	762	762	1.0	3/4	3/4	Chord	6/2	9	1	1/4	1/4	1	1082	Dol-									
100	98	763	763	0.5	1	1	Chord	6/2	9	1	1/8	1/8	1	1083										
100	98	1527/2	1527/2	0.5	9/8	9/8	Chord	6/2	9	1	1/8	1/8	1	1084	-ce									
100	98	764	764	1.0	5/4	5/4	Chord	6/2	9	1	1/4	1/4	1	1085	can-									
100	98	765	765	0.5	3/2	3/2	Chord	6/2	9	1	1/8	1/8	1	1086	-tan-									
100	98	1531/2	1531/2	0.5	13/8	13/8	Chord	6/2	9	1	1/8	1/8	1	1087										
100	98	766	766	0.5	7/4	7/4	Chord	6/2	9	1	1/8	1/8	1	1088										
100	98	1533/2	1533/2	0.5	15/8	15/8	Chord	6/2	9	1	1/8	1/8	1	1089										
100	98	767	767	1.0	2	2	Chord	6/2	9	1	1/4	1/4	1	1090										
100	98	768	768	1.0	9/4	9/4	Chord	6/2	9	1	1/4	1/4	1	1091	-doin									
100	98	769	769	1.0	5/2	5/2	Chord	6/2	9	1	1/4	1/4	1	1092	si									
100	98	770	770	1.0	11/4	11/4	Chord	6/2	9	1	1/4	1/4	1	1093	be-									
100	98	759	759	1.5	0	0	Chord	6/2	10	1	3/8	1/4	3/2	1094	dol-									
100	98	1521/2	1521/2	0.5	3/8	3/8	Chord	6/2	10	1	1/8	1/8	1	1095	-ce									
100	98	761	761	1.0	1/2	1/2	Chord	6/2	10	1	1/4	1/4	1	1096	can-									
100	98	762	762	0.5	3/4	3/4	Chord	6/2	10	1	1/8	1/8	1	1097	-tan-									
100	98	1525/2	1525/2	0.5	7/8	7/8	Chord	6/2	10	1	1/8	1/8	1	1098										
100	98	763	763	0.5	1	1	Chord	6/2	10	1	1/8	1/8	1	1099										
100	98	1527/2	1527/2	0.5	9/8	9/8	Chord	6/2	10	1	1/8	1/8	1	1100										
100	98	764	764	0.5	5/4	5/4	Chord	6/2	10	1	1/8	1/8	1	1101										
100	98	1529/2	1529/2	0.5	11/8	11/8	Chord	6/2	10	1	1/8	1/8	1	1102										
100	98	765	765	0.5	3/2	3/2	Chord	6/2	10	1	1/8	1/8	1	1103										
100	98	1531/2	1531/2	0.5	13/8	13/8	Chord	6/2	10	1	1/8	1/8	1	1104										
100	98	766	766	0.5	7/4	7/4	Chord	6/2	10	1	1/8	1/8	1	1105										
100	98	1533/2	1533/2	0.5	15/8	15/8	Chord	6/2	10	1	1/8	1/8	1	1106										
100	98	767	767	1.0	2	2	Chord	6/2	10	1	1/4	1/4	1	1107										
100	98	768	768	1.0	9/4	9/4	Chord	6/2	10	1	1/4	1/4	1	1108	-doin									
100	98	769	769	1.0	5/2	5/2	Chord	6/2	10	1	1/4	1/4	1	1109	si									
100	98	770	770	1.0	11/4	11/4	Chord	6/2	10	1	1/4	1/4	1	1110	be-									
100	98	759	759	3.0	0	0	Chord	6/2	11	1	3/4	1/2	3/2	1111	-do									
100	98	762	762	1.0	3/4	3/4	Chord	6/2	11	1	1/4	1/4	1	1112	Dol-									
100	98	763	763	0.5	1	1	Chord	6/2	11	1	1/8	1/8	1	1113										
100	98	1527/2	1527/2	0.5	9/8	9/8	Chord	6/2	11	1	1/8	1/8	1	1114	-ce									
100	98	764	764	1.0	5/4	5/4	Chord	6/2	11	1	1/4	1/4	1	1115	can-									
100	98	765	765	3.0	3/2	3/2	Chord	6/2	11	1	3/4	1/2	3/2	1116	-tan-									
