quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
73	0.5	10	9	1/4	1/4	4/2	6	1	1/8	1/8	1		3	69	A4	4	96
147/2	0.5	10	9	3/8	3/8	4/2	6	1	1/8	1/8	1		3	69	A4	4	97
74	1.0	10	9	1/2	1/2	4/2	6	1	1/4	1/4	1		3	69	A4	4	98
75	0.5	10	9	3/4	3/4	4/2	6	1	1/8	1/8	1		1	67	G4	4	99
151/2	0.5	10	9	7/8	7/8	4/2	6	1	1/8	1/8	1		3	69	A4	4	100
76	2.0	10	9	1	1	4/2	17	1	1/2	1/2	1		1	55	G3	3	106
76	1.0	10	9	1	1	4/2	6	1	1/4	1/4	1		5	71	B4	4	101
77	1.0	10	9	5/4	5/4	4/2	6	1	1/4	1/4	1		5	71	B4	4	102
78	2.0	10	9	3/2	3/2	4/2	17	1	1/2	1/2	1		2	50	D3	3	107
78	1.5	10	9	3/2	3/2	4/2	6	1	3/8	1/4	3/2		2	74	D5	5	103
159/2	0.5	10	9	15/8	15/8	4/2	6	1	1/8	1/8	1		0	72	C5	5	104
80	2.0	11	10	0	0	4/2	17	1	1/2	1/2	1		3	45	A2	2	116
80	1.0	11	10	0	0	4/2	6	1	1/4	1/4	1		4	76	E5	5	108
81	0.5	11	10	1/4	1/4	4/2	6	1	1/8	1/8	1		2	74	D5	5	109
163/2	0.5	11	10	3/8	3/8	4/2	6	1	1/8	1/8	1		0	72	C5	5	110
82	2.0	11	10	1/2	1/2	4/2	17	1	1/2	1/2	1		4	52	E3	3	117
82	1.0	11	10	1/2	1/2	4/2	6	1	1/4	1/4	1		5	71	B4	4	111
83	1.0	11	10	3/4	3/4	4/2	6	1	1/4	1/4	1		5	71	B4	4	112
84	2.0	11	10	1	1	4/2	17	1	1/2	1/2	1		5	47	B2	2	118
84	1.5	11	10	1	1	4/2	6	1	3/8	1/4	3/2		2	74	D5	5	113
171/2	0.5	11	10	11/8	11/8	4/2	6	1	1/8	1/8	1		1	67	G4	4	114
86	2.0	11	10	3/2	3/2	4/2	17	1	1/2	1/2	1		2	50	D3	3	119
86	2.0	11	10	3/2	3/2	4/2	6	1	1/2	1/2	1		3	69	A4	4	115
88	4.0	12	11	0	0	4/2	17	1	1	1	1		1	43	G2	2	124
88	4.0	12	11	0	0	4/2	6	1	1	1	1		1	67	G4	4	123
92	4.0	12	11	1	1	4/2	17	1	1	1	1		0	48	C3	3	125
92	1.5	12	11	1	1	4/2	2	1	3/8	1/4	3/2		4	64	E4	4	120
187/2	0.5	12	11	11/8	11/8	4/2	2	1	1/8	1/8	1		2	62	D4	4	121
94	2.0	12	11	3/2	3/2	4/2	2	1	1/2	1/2	1		0	60	C4	4	122
96	3.0	13	12	0	0	4/2	17	1	3/4	1/2	3/2		0	48	C3	3	136
193/2	0.5	13	12	1/8	1/8	4/2	2	1	1/8	1/8	1		0	60	C4	4	126
97	0.5	13	12	1/4	1/4	4/2	2	1	1/8	1/8	1		0	60	C4	4	127
195/2	0.5	13	12	3/8	3/8	4/2	2	1	1/8	1/8	1		2	62	D4	4	128
98	0.5	13	12	1/2	1/2	4/2	2	1	1/8	1/8	1		4	64	E4	4	129
197/2	0.5	13	12	5/8	5/8	4/2	2	1	1/8	1/8	1		0	60	C4	4	130
99	1.0	13	12	3/4	3/4	4/2	17	1	1/4	1/4	1		1	43	G2	2	137
99	0.5	13	12	3/4	3/4	4/2	2	1	1/8	1/8	1		2	62	D4	4	131
199/2	0.5	13	12	7/8	7/8	4/2	2	1	1/8	1/8	1		5	59	B3	3	132
100	4.0	13	12	1	1	4/2	17	1	1	1	1		0	48	C3	3	138
100	2.0	13	12	1	1	4/2	2	1	1/2	1/2	1		0	60	C4	4	133
102	1.0	13	12	3/2	3/2	4/2	2	1	1/4	1/4	1		0	60	C4	4	134
103	1.0	13	12	7/4	7/4	4/2	2	1	1/4	1/4	1		4	64	E4	4	135
104	1.0	14	13	0	0	4/2	17	1	1/4	1/4	1		-1	53	F3	3	148
104	0.5	14	13	0	0	4/2	2	1	1/8	1/8	1		-1	65	F4	4	139
209/2	0.5	14	13	1/8	1/8	4/2	2	1	1/8	1/8	1		-1	65	F4	4	140
105	1.0	14	13	1/4	1/4	4/2	17	1	1/4	1/4	1		3	57	A3	3	149
105	0.5	14	13	1/4	1/4	4/2	2	1	1/8	1/8	1		-1	65	F4	4	141
211/2	0.5	14	13	3/8	3/8	4/2	2	1	1/8	1/8	1		4	64	E4	4	142
106	2.0	14	13	1/2	1/2	4/2	17	1	1/2	1/2	1		1	55	G3	3	150
106	1.5	14	13	1/2	1/2	4/2	2	1	3/8	1/4	3/2		1	67	G4	4	143
215/2	0.5	14	13	7/8	7/8	4/2	2	1	1/8	1/8	1		-1	65	F4	4	144
108	1.0	14	13	1	1	4/2	17	1	1/4	1/4	1		3	57	A3	3	151
108	1.0	14	13	1	1	4/2	2	1	1/4	1/4	1		4	64	E4	4	145
109	1.0	14	13	5/4	5/4	4/2	17	1	1/4	1/4	1		2	50	D3	3	152
109	1.0	14	13	5/4	5/4	4/2	2	1	1/4	1/4	1		2	62	D4	4	146
110	2.0	14	13	3/2	3/2	4/2	17	1	1/2	1/2	1		3	45	A2	2	153
110	2.0	14	13	3/2	3/2	4/2	2	1	1/2	1/2	1		4	64	E4	4	147
112	4.0	15	14	0	0	4/2	17	1	1	1	1		2	50	D3	3	160
112	4.0	15	14	0	0	4/2	2	1	1	1	1		2	62	D4	4	154
116	4.0	15	14	1	1	4/2	17	1	1	1	1		1	43	G2	2	161
116	1.0	15	14	1	1	4/2	2	1	1/4	1/4	1		2	62	D4	4	155
117	0.5	15	14	5/4	5/4	4/2	2	1	1/8	1/8	1		4	64	E4	4	156
235/2	0.5	15	14	11/8	11/8	4/2	2	1	1/8	1/8	1		1	67	G4	4	157
118	1.0	15	14	3/2	3/2	4/2	2	1	1/4	1/4	1		1	67	G4	4	158
119	1.0	15	14	7/4	7/4	4/2	2	1	1/4	1/4	1		2	62	D4	4	159
120	8.0	16	15	0	0	4/2	17	1	2	2	1		0	48	C3	3	168
120	1.5	16	15	0	0	4/2	2	1	3/8	1/4	3/2		4	64	E4	4	162
243/2	0.5	16	15	3/8	3/8	4/2	2	1	1/8	1/8	1		4	64	E4	4	163
122	1.5	16	15	1/2	1/2	4/2	2	1	3/8	1/4	3/2		4	64	E4	4	164
247/2	0.5	16	15	7/8	7/8	4/2	2	1	1/8	1/8	1		2	62	D4	4	165
124	2.0	16	15	1	1	4/2	2	1	1/2	1/2	1		4	64	E4	4	166
126	2.0	16	15	3/2	3/2	4/2	2	1	1/2	1/2	1		4	64	E4	4	167
128	2.0	17	16	0	0	4/2	17	1	1/2	1/2	1		-1	53	F3	3	178
128	1.0	17	16	0	0	4/2	2	1	1/4	1/4	1		-1	65	F4	4	169
129	0.5	17	16	1/4	1/4	4/2	2	1	1/8	1/8	1		-1	65	F4	4	170
259/2	0.5	17	16	3/8	3/8	4/2	2	1	1/8	1/8	1		-1	65	F4	4	171
130	1.0	17	16	1/2	1/2	4/2	17	1	1/4	1/4	1		-2	46	Bb2	2	179
130	1.0	17	16	1/2	1/2	4/2	2	1	1/4	1/4	1		-1	65	F4	4	172
131	1.0	17	16	3/4	3/4	4/2	17	1	1/4	1/4	1		0	48	C3	3	180
131	1.0	17	16	3/4	3/4	4/2	2	1	1/4	1/4	1		-1	65	F4	4	173
132	2.0	17	16	1	1	4/2	17	1	1/2	1/2	1		1	43	G2	2	181
132	2.0	17	16	1	1	4/2	2	1	1/2	1/2	1		1	67	G4	4	174
134	2.0	17	16	3/2	3/2	4/2	17	1	1/2	1/2	1		3	45	A2	2	182
134	1.0	17	16	3/2	3/2	4/2	2	1	1/4	1/4	1		4	64	E4	4	175
135	0.5	17	16	7/4	7/4	4/2	2	1	1/8	1/8	1		2	62	D4	4	176
271/2	0.5	17	16	15/8	15/8	4/2	2	1	1/8	1/8	1		0	60	C4	4	177
136	2.0	18	17	0	0	4/2	17	1	1/2	1/2	1		1	43	G2	2	188
136	2.0	18	17	0	0	4/2	2	1	1/2	1/2	1		2	62	D4	4	186
138	2.0	18	17	1/2	1/2	4/2	17	1	1/2	1/2	1		0	48	C3	3	189
138	2.0	18	17	1/2	1/2	4/2	2	1	1/2	1/2	1		0	60	C4	4	187
140	4.0	18	17	1	1	4/2	17	1	1	1	1	1	1	43	G2	2	190
140	3.0	18	17	1	1	4/2	1	1	3/4	1/2	3/2		5	59	B3	3	183
143	0.5	18	17	7/4	7/4	4/2	1	1	1/8	1/8	1		5	59	B3	3	184
287/2	0.5	18	17	15/8	15/8	4/2	1	1	1/8	1/8	1		5	59	B3	3	185
144	4.0	19	18	0	0	4/2	17	1	1	1	1	-1	1	43	G2	2	196
144	1.0	19	18	0	0	4/2	1	1	1/4	1/4	1		5	59	B3	3	191
145	1.0	19	18	1/4	1/4	4/2	1	1	1/4	1/4	1		5	59	B3	3	192
146	2.0	19	18	1/2	1/2	4/2	1	1	1/2	1/2	1		5	59	B3	3	193
148	4.0	19	18	1	1	4/2	17	1	1	1	1	1	1	43	G2	2	197
148	3.0	19	18	1	1	4/2	1	1	3/4	1/2	3/2		5	59	B3	3	194
151	1.0	19	18	7/4	7/4	4/2	1	1	1/4	1/4	1		5	59	B3	3	195
152	4.0	20	19	0	0	4/2	17	1	1	1	1	-1	1	43	G2	2	204
152	2.0	20	19	0	0	4/2	1	1	1/2	1/2	1		2	62	D4	4	198
154	1.0	20	19	1/2	1/2	4/2	1	1	1/4	1/4	1		5	59	B3	3	199
155	0.5	20	19	3/4	3/4	4/2	1	1	1/8	1/8	1		3	57	A3	3	200
311/2	0.5	20	19	7/8	7/8	4/2	1	1	1/8	1/8	1		1	55	G3	3	201
156	4.0	20	19	1	1	4/2	17	1	1	1	1		2	50	D3	3	205
156	2.0	20	19	1	1	4/2	1	1	1/2	1/2	1		3	57	A3	3	202
158	2.0	20	19	3/2	3/2	4/2	1	1	1/2	1/2	1		3	57	A3	3	203
160	4.0	21	20	0	0	4/2	17	1	1	1	1		2	50	D3	3	213
161	2.0	21	20	1/4	1/4	4/2	1	1	1/2	1/2	1		2	62	D4	4	206
163	0.5	21	20	3/4	3/4	4/2	1	1	1/8	1/8	1		3	57	A3	3	207
327/2	0.5	21	20	7/8	7/8	4/2	1	1	1/8	1/8	1		3	57	A3	3	208
164	2.0	21	20	1	1	4/2	17	1	1/2	1/2	1		1	55	G3	3	214
164	0.5	21	20	1	1	4/2	1	1	1/8	1/8	1		5	59	B3	3	209
329/2	0.5	21	20	9/8	9/8	4/2	1	1	1/8	1/8	1		0	60	C4	4	210
165	2.0	21	20	5/4	5/4	4/2	1	1	1/2	1/2	1		2	62	D4	4	211
166	2.0	21	20	3/2	3/2	4/2	17	1	1/2	1/2	1		1	55	G3	3	215
167	1.0	21	20	7/4	7/4	4/2	1	1	1/4	1/4	1		7	61	C#4	4	212
168	4.0	22	21	0	0	4/2	17	1	1	1	1		2	50	D3	3	223
168	2.0	22	21	0	0	4/2	1	1	1/2	1/2	1		2	62	D4	4	216
170	1.0	22	21	1/2	1/2	4/2	1	1	1/4	1/4	1		2	62	D4	4	217
171	1.0	22	21	3/4	3/4	4/2	1	1	1/4	1/4	1		3	57	A3	3	218
172	4.0	22	21	1	1	4/2	17	1	1	1	1		1	43	G2	2	224
172	1.5	22	21	1	1	4/2	1	1	3/8	1/4	3/2		5	59	B3	3	219
347/2	0.5	22	21	11/8	11/8	4/2	1	1	1/8	1/8	1		0	60	C4	4	220
174	1.0	22	21	3/2	3/2	4/2	1	1	1/4	1/4	1		2	62	D4	4	221
175	1.0	22	21	7/4	7/4	4/2	1	1	1/4	1/4	1		5	59	B3	3	222
176	4.0	23	22	0	0	4/2	17	1	1	1	1		0	48	C3	3	233
176	2.0	23	22	0	0	4/2	1	1	1/2	1/2	1		0	60	C4	4	225
178	1.0	23	22	1/2	1/2	4/2	1	1	1/4	1/4	1		0	60	C4	4	226
179	1.0	23	22	3/4	3/4	4/2	1	1	1/4	1/4	1		0	60	C4	4	227
180	4.0	23	22	1	1	4/2	17	1	1	1	1		0	48	C3	3	234
180	1.5	23	22	1	1	4/2	1	1	3/8	1/4	3/2		4	64	E4	4	228
363/2	0.5	23	22	11/8	11/8	4/2	1	1	1/8	1/8	1		2	62	D4	4	229
182	0.5	23	22	3/2	3/2	4/2	1	1	1/8	1/8	1		2	62	D4	4	230
365/2	0.5	23	22	13/8	13/8	4/2	1	1	1/8	1/8	1		0	60	C4	4	231
183	1.0	23	22	7/4	7/4	4/2	1	1	1/4	1/4	1	1	0	60	C4	4	232
184	2.0	24	23	0	0	4/2	17	1	1/2	1/2	1		2	50	D3	3	241
184	0.5	24	23	0	0	4/2	1	1	1/8	1/8	1	-1	0	60	C4	4	235
369/2	0.5	24	23	1/8	1/8	4/2	1	1	1/8	1/8	1		5	59	B3	3	236
185	0.5	24	23	1/4	1/4	4/2	1	1	1/8	1/8	1		5	59	B3	3	237
371/2	0.5	24	23	3/8	3/8	4/2	1	1	1/8	1/8	1		3	57	A3	3	238
186	2.0	24	23	1/2	1/2	4/2	17	1	1/2	1/2	1		2	50	D3	3	242
186	2.0	24	23	1/2	1/2	4/2	1	1	1/2	1/2	1		3	57	A3	3	239
188	4.0	24	23	1	1	4/2	17	1	1	1	1		1	43	G2	2	243
188	4.0	24	23	1	1	4/2	1	1	1	1	1		1	55	G3	3	240
192	4.0	25	24	0	0	4/2	17	1	1	1	1		-2	46	Bb2	2	254
192	1.0	25	24	0	0	4/2	6	1	1/4	1/4	1		2	74	D5	5	244
193	0.5	25	24	1/4	1/4	4/2	6	1	1/8	1/8	1		2	74	D5	5	245
387/2	0.5	25	24	3/8	3/8	4/2	6	1	1/8	1/8	1		2	74	D5	5	246
194	1.0	25	24	1/2	1/2	4/2	6	1	1/4	1/4	1		2	74	D5	5	247
391/2	0.5	25	24	7/8	7/8	4/2	6	1	1/8	1/8	1		2	74	D5	5	248
196	2.0	25	24	1	1	4/2	17	1	1/2	1/2	1		-2	46	Bb2	2	255
196	1.0	25	24	1	1	4/2	6	1	1/4	1/4	1		2	74	D5	5	249
197	1.0	25	24	5/4	5/4	4/2	6	1	1/4	1/4	1		2	74	D5	5	250
198	2.0	25	24	3/2	3/2	4/2	17	1	1/2	1/2	1		0	48	C3	3	256
198	1.0	25	24	3/2	3/2	4/2	6	1	1/4	1/4	1		-3	75	Eb5	5	251
199	0.5	25	24	7/4	7/4	4/2	6	1	1/8	1/8	1		2	74	D5	5	252
399/2	0.5	25	24	15/8	15/8	4/2	6	1	1/8	1/8	1		0	72	C5	5	253
200	4.0	26	25	0	0	4/2	17	1	1	1	1		1	43	G2	2	266
200	1.0	26	25	0	0	4/2	6	1	1/4	1/4	1		5	71	B4	4	257
201	1.0	26	25	1/4	1/4	4/2	6	1	1/4	1/4	1		0	72	C5	5	258
202	2.0	26	25	1/2	1/2	4/2	6	1	1/2	1/2	1		2	74	D5	5	259
204	2.0	26	25	1	1	4/2	17	1	1/2	1/2	1		0	48	C3	3	267
204	1.0	26	25	1	1	4/2	6	1	1/4	1/4	1		0	72	C5	5	260
205	0.5	26	25	5/4	5/4	4/2	6	1	1/8	1/8	1		1	67	G4	4	261
411/2	0.5	26	25	11/8	11/8	4/2	6	1	1/8	1/8	1		1	67	G4	4	262
206	2.0	26	25	3/2	3/2	4/2	17	1	1/2	1/2	1		-1	53	F3	3	268
206	1.0	26	25	3/2	3/2	4/2	6	1	1/4	1/4	1		3	69	A4	4	263
207	0.5	26	25	7/4	7/4	4/2	6	1	1/8	1/8	1		-2	70	Bb4	4	264
415/2	0.5	26	25	15/8	15/8	4/2	6	1	1/8	1/8	1		5	71	B4	4	265
208	2.0	27	26	0	0	4/2	17	1	1/2	1/2	1		-1	53	F3	3	275
208	1.0	27	26	0	0	4/2	6	1	1/4	1/4	1		0	72	C5	5	269
209	1.0	27	26	1/4	1/4	4/2	6	1	1/4	1/4	1		2	74	D5	5	270
210	2.0	27	26	1/2	1/2	4/2	17	1	1/2	1/2	1		-3	51	Eb3	3	276
210	2.0	27	26	1/2	1/2	4/2	6	1	1/2	1/2	1	1	-3	75	Eb5	5	271
212	2.0	27	26	1	1	4/2	17	1	1/2	1/2	1	1	-1	53	F3	3	277
212	1.0	27	26	1	1	4/2	6	1	1/4	1/4	1	-1	-3	75	Eb5	5	272
213	1.0	27	26	5/4	5/4	4/2	6	1	1/4	1/4	1		2	74	D5	5	273
214	2.0	27	26	3/2	3/2	4/2	17	1	1/2	1/2	1	-1	-1	53	F3	3	278
214	2.0	27	26	3/2	3/2	4/2	6	1	1/2	1/2	1		0	72	C5	5	274
216	4.0	28	27	0	0	4/2	17	1	1	1	1		-2	46	Bb2	2	285
216	4.0	28	27	0	0	4/2	6	1	1	1	1		-2	70	Bb4	4	284
220	2.0	28	27	1	1	4/2	17	1	1/2	1/2	1		2	50	D3	3	286
220	1.0	28	27	1	1	4/2	1	1	1/4	1/4	1		3	57	A3	3	279
221	0.5	28	27	5/4	5/4	4/2	1	1	1/8	1/8	1		3	57	A3	3	280
443/2	0.5	28	27	11/8	11/8	4/2	1	1	1/8	1/8	1		3	57	A3	3	281
222	2.0	28	27	3/2	3/2	4/2	17	1	1/2	1/2	1		1	55	G3	3	287
222	1.5	28	27	3/2	3/2	4/2	1	1	3/8	1/4	3/2		-2	58	Bb3	3	282
447/2	0.5	28	27	15/8	15/8	4/2	1	1	1/8	1/8	1		-2	58	Bb3	3	283
224	4.0	29	28	0	0	4/2	17	1	1	1	1		-1	53	F3	3	296
224	2.0	29	28	0	0	4/2	1	1	1/2	1/2	1		0	60	C4	4	288
226	1.0	29	28	1/2	1/2	4/2	1	1	1/4	1/4	1		0	60	C4	4	289
227	0.5	29	28	3/4	3/4	4/2	1	1	1/8	1/8	1		0	60	C4	4	290
455/2	0.5	29	28	7/8	7/8	4/2	1	1	1/8	1/8	1		0	60	C4	4	291
228	4.0	29	28	1	1	4/2	17	1	1	1	1		-2	46	Bb2	2	297
228	1.0	29	28	1	1	4/2	1	1	1/4	1/4	1		2	62	D4	4	292
229	0.5	29	28	5/4	5/4	4/2	1	1	1/8	1/8	1		-2	58	Bb3	3	293
459/2	0.5	29	28	11/8	11/8	4/2	1	1	1/8	1/8	1		0	60	C4	4	294
230	2.0	29	28	3/2	3/2	4/2	1	1	1/2	1/2	1		2	62	D4	4	295
232	4.0	30	29	0	0	4/2	17	1	1	1	1		-3	51	Eb3	3	303
232	2.0	30	29	0	0	4/2	1	1	1/2	1/2	1		-2	58	Bb3	3	298
234	1.5	30	29	1/2	1/2	4/2	1	1	3/8	1/4	3/2		0	60	C4	4	299
