mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
2	1	0	0	4/2	17	1	C.I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0	0	12	0.0	0.0	5.0	0.0
3	2	1/2	1/2	4/2	17	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
3	2	1	1	4/2	17	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	1.0	0.0
3	2	3/2	3/2	4/2	17	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	2	0.0	0.0	0.625	0.0
3	2	7/4	7/4	4/2	17	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
4	3	0	0	4/2	17	1	V|HC}		C	I		V	V					HC	}	M	0	0	1, 5, 2		1	1	0	5	0.0	0.0	1.75	0.0
4	3	1	1	4/2	17	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0	1	4	0.2	0.125	0.875	0.125
4	3	3/2	3/2	4/2	17	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	1.0	0.0
5	4	0	0	4/2	17	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
5	4	1/4	1/4	4/2	17	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.5	0.0
5	4	1/2	1/2	4/2	17	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	1.0	0.0
5	4	1	1	4/2	17	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
5	4	3/2	3/2	4/2	17	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.5	0.0
5	4	7/4	7/4	4/2	17	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.5	0.0
