mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	8.0	0	0	4/2	20	1	G.V{	G	I		V	V						{	M	0	0	1, 5, 2		1	1
2	2	8	8	12.0	0	0	4/2	20	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
3	3	20	20	4.0	1	1	4/2	20	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	4	24	24	3.0	0	0	4/2	20	1	IV/IV}	G	I		IV/IV	IV				IV		}	M	0	0	-2, 2, -1		-2	-2
4	4	27	27	1.0	3/4	3/4	4/2	20	1	V/IV	G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
4	4	28	28	4.0	1	1	4/2	20	1	I/IV|IAC	G	I		I/IV	I				IV	IAC		M	0	0	-1, 3, 0		-1	-1
5	5	32	32	12.0	0	0	4/2	20	1	IV.I{	G	IV		I	I						{	M	0	0	0, 4, 1		0	0
6	6	44	44	2.0	1	1	4/2	20	1	IV	G	IV		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	46	46	2.0	3/2	3/2	4/2	20	1	ii6	G	IV		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	48	48	1.0	0	0	4/2	20	1	V7}	G	IV		V7	V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
7	7	49	49	1.0	1/4	1/4	4/2	20	1	V(64)	G	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	50	50	1.0	1/2	1/2	4/2	20	1	V(4)	G	IV		V(4)	V			4				M	0	0	1, 0, 2		1	1
7	7	51	51	1.0	3/4	3/4	4/2	20	1	V	G	IV		V	V							M	0	0	1, 5, 2		1	1
7	7	52	52	6.0	1	1	4/2	20	1	I|PAC	G	IV		I	I					PAC		M	0	0	0, 4, 1		0	0
7	7	55	55	0.0	7/4	7/4	4/2	20	1	{	G	IV									{		0	0				
8	8	58	58	2.0	1/2	1/2	4/2	20	1	V/V	G	IV		V/V	V				V			M	0	0	2, 6, 3		2	2
8	8	60	60	4.0	1	1	4/2	20	1	I/V	G	IV		I/V	I				V			M	0	0	1, 5, 2		1	1
9	9	64	64	2.0	0	0	4/2	20	1	V/V	G	IV		V/V	V				V			M	0	0	2, 6, 3		2	2
9	9	66	66	1.0	1/2	1/2	4/2	20	1	viio6(2)/V/V	G	IV		viio6(2)/V/V	vii	o	6	2	V/V			o	0	0	4, 1, 2		7	4
9	9	67	67	1.0	3/4	3/4	4/2	20	1	viio6/V/V	G	IV		viio6/V/V	vii	o	6		V/V			o	0	0	4, 1, 7		7	4
9	9	68	68	1.0	1	1	4/2	20	1	V/V	G	IV		V/V	V				V			M	0	0	2, 6, 3		2	2
9	9	69	69	1.0	5/4	5/4	4/2	20	1	V(64)/V	G	IV		V(64)/V	V			64	V			M	0	0	2, 1, 5		2	2
9	9	70	70	1.0	3/2	3/2	4/2	20	1	V(4)/V	G	IV		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
9	9	71	71	1.0	7/4	7/4	4/2	20	1	V/V	G	IV		V/V	V				V			M	0	0	2, 6, 3		2	2
10	10	72	72	12.0	0	0	4/2	20	1	I/V|PAC}	G	IV		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
10	10	76	76	0.0	1	1	4/2	20	1	{	G	IV									{		0	0				
11	11	84	84	4.0	1	1	4/2	20	1	IV/V	G	IV		IV/V	IV				V			M	0	0	0, 4, 1		0	0
12	12	88	88	4.0	0	0	4/2	20	1	V/V|HC}	G	IV		V/V	V				V	HC	}	M	0	0	2, 6, 3		2	2
12	12	92	92	4.0	1	1	4/2	20	1	V{	G	IV		V	V						{	M	0	0	1, 5, 2		1	1
