mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0.0	4/2	20	1		G.V{	G	I		V	V						{	M	0	0	1, 5, 2		1	1
2	2	0	0.0	4/2	20	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
3	3	1	1.0	4/2	20	1		IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	4	0	0.0	4/2	20	1		IV/IV}	G	I		IV/IV	IV				IV		}	M	0	0	-2, 2, -1		-2	-2
4	4	3/4	0.75	4/2	20	1		V/IV	G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
4	4	1	1.0	4/2	20	1		I/IV|IAC	G	I		I/IV	I				IV	IAC		M	0	0	-1, 3, 0		-1	-1
5	5	0	0.0	4/2	20	1		IV.I{	G	IV		I	I						{	M	0	0	0, 4, 1		0	0
6	6	1	1.0	4/2	20	1		IV	G	IV		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	3/2	1.5	4/2	20	1		ii6	G	IV		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	0	0.0	4/2	20	1		V7}	G	IV		V7	V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
7	7	1/4	0.25	4/2	20	1		V(64)	G	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	1/2	0.5	4/2	20	1		V(4)	G	IV		V(4)	V			4				M	0	0	1, 0, 2		1	1
7	7	3/4	0.75	4/2	20	1		V	G	IV		V	V							M	0	0	1, 5, 2		1	1
7	7	1	1.0	4/2	20	1		I|PAC	G	IV		I	I					PAC		M	0	0	0, 4, 1		0	0
7	7	7/4	1.75	4/2	20	1		{	G	IV									{		0	0				
8	8	1/2	0.5	4/2	20	1		V/V	G	IV		V/V	V				V			M	0	0	2, 6, 3		2	2
8	8	1	1.0	4/2	20	1		I/V	G	IV		I/V	I				V			M	0	0	1, 5, 2		1	1
9	9	0	0.0	4/2	20	1		V/V	G	IV		V/V	V				V			M	0	0	2, 6, 3		2	2
9	9	1/2	0.5	4/2	20	1		viio6(2)/V/V	G	IV		viio6(2)/V/V	vii	o	6	2	V/V			o	0	0	4, 1, 2		7	4
9	9	3/4	0.75	4/2	20	1		viio6/V/V	G	IV		viio6/V/V	vii	o	6		V/V			o	0	0	4, 1, 7		7	4
